subject,relation,relation_category,object,article_number,confidence,concepts,created_at
목적,정의함,LOGICAL,자본시장의 공정성ㆍ신뢰성 및 효율성을 높이는 것,제1조,0.96,목적|자본시장|공정성|신뢰성|효율성,2026-04-09
이 법,적용함,ACTION,국외에서 이루어진 행위(그 효과가 국내에 미치는 경우),제2조,0.99,국외행위|적용,2026-04-09
금융투자상품,정의함,LOGICAL,"이익을 얻거나 손실을 회피할 목적으로 현재 또는 장래의 특정 시점에 금전·그 밖의 재산적 가치가 있는 것을 지급하기로 약정함으로써 취득하는 권리이며, 그 권리를 취득하기 위하여 지급하였거나 지급하여야 할 금전등의 총액이 그 권리로부터 회수하거나 회수할 수 있는 금전등의 총액을 초과하게 될 위험(투자성)이 있는 것",제3조,0.99,이익|손실 회피|투자성,2026-04-09
금융투자상품,예외로함,LOGICAL,원화로 표시된 양도성 예금증서,제3조,0.95,예외,2026-04-09
금융투자상품,예외로함,LOGICAL,신탁법,제3조,0.95,예외,2026-04-09
신탁,정의함,LOGICAL,제78조제1항에 따른 수익증권발행신탁이 아닌 신탁으로서 다음 각 목의 어느 하나에 해당하는 신탁,제78조제1항,0.96,수익증권발행신탁|신탁,2026-04-09
신탁,참조함,STRUCTURE,제78조제1항,제78조제1항,0.94,제78조제1항,2026-04-09
재산 신탁,예외로함,LOGICAL,제103조제1항제1호의 재산을 신탁받는 경우,제103조제1항제1호,0.94,재산|신탁받다,2026-04-09
수탁자,준용함,STRUCTURE,신탁법,제103조제1항제1호,0.91,신탁법,2026-04-09
제46조부터,참조함,STRUCTURE,제46조,Unknown,0.92,시작점|범위,2026-04-09
관리형신탁,정의함,LOGICAL,위탁자의 지시에 따라 신탁재산이 처분되는 신탁,제48조,0.96,위탁자|신탁재산|처분권,2026-04-09
관리형신탁,정의함,LOGICAL,보존행위 및 이용·개량 행위만을 하는 신탁,제48조,0.95,보존행위|이용·개량 행위|신탁재산,2026-04-09
관리형신탁,참조함,STRUCTURE,제48조까지의 규정,제48조,0.94,규정|처분 권한,2026-04-09
관리형신탁,정의함,LOGICAL,대통령령으로 정하는 금융투자상품,제48조,0.93,대통령령|금융투자상품,2026-04-09
금융투자상품,정의함,LOGICAL,증권,제48조,0.9,증권,2026-04-09
금융투자상품,정의함,LOGICAL,파생상품,제48조,0.9,파생상품,2026-04-09
파생상품,정의함,LOGICAL,장내파생상품,제48조,0.88,장내파생상품,2026-04-09
파생상품,정의함,LOGICAL,장외파생상품,제48조,0.88,장외파생상품,2026-04-09
증권,정의함,LOGICAL,내국인 또는 외국인이 발행한 금융투자상품으로서 투자자가 취득과 동시에 지급한 금전 등 외에 어떠한 명목으로든지 추가로 지급의무를 부담하지 아니하는 것,제4조,0.96,금융투자상품|내국인|외국인|지급의무,2026-04-09
증권,예외로함,LOGICAL,"제2편제5장, 제3편제1장(제8편부터 제10편까지의 규정 중 제2편제5장, 제3편제1장의 규정에 따른 의무 위반행위에 대한 부분을 포함한다)",제4조,0.92,예외|제2편제5장|제3편제1장,2026-04-09
제178조,참조함,STRUCTURE,,제178조,0.1,,2026-04-09
채무증권,정의함,LOGICAL,"국채증권, 지방채증권, 특수채증권, 사채권 등",제179조,0.96,채무증권|국채증권|지방채증권|특수채증권|사채권,2026-04-09
채무증권,간주함,LOGICAL,증권,제179조,0.93,제179조 적용,2026-04-09
