subject,relation,relation_category,object,article_number,confidence,concepts,created_at
목적,정의함,LOGICAL,실지명의에 의한 금융거래를 실시하고 그 비밀을 보장하여 금융거래의 정상화를 꾀함으로써 경제정의를 실현하고 국민경제의 건전한 발전을 도모함,제1조,1.0,목적|실지명의에 의한 금융거래|비밀 보장|경제정의 실현|국민경제 건전한 발전,2026-04-15
정의,정의함,LOGICAL,금융회사등,제2조,0.99,은행법|중소기업은행법|한국산업은행법|한국수출입은행법|한국은행법|자본시장과 금융투자업에 관한 법률|상호저축은행법|농업협동조합법|수산업협동조합법|신용협동조합법|새마을금고법|보험업법|우체국예금ㆍ보험에 관한 법률|대통령령,2026-04-15
정의,정의함,LOGICAL,금융자산,제2조,0.99,예금|적금|부금|계금|예탁금|출자금|신탁재산|주식|채권|수익증권|출자지분|어음|수표|채무증서|금전|유가증권|총리령,2026-04-15
정의,정의함,LOGICAL,금융거래,제2조,0.99,수입|매매|환매|중개|할인|발행|상환|환급|수탁|등록|교환|이자|할인액|배당|대행|총리령,2026-04-15
정의,정의함,LOGICAL,실지명의,제2조,0.99,주민등록표상의 명의|사업자등록증상의 명의|대통령령,2026-04-15
금융회사등,요구함,ACTION,거래자의 실지명(실명)으로 금융거래,제3조,1.0,금융실명거래,2026-04-15
금융회사등,허용함,ACTION,실명이 확인된 계좌에 의한 계속거래·공과금 수납·100만원 이하 송금 등 대통령령이 정하는 거래에 대해 실명 확인을 하지 않음,제3조,1.0,대통령령,2026-04-15
금융회사등,허용함,ACTION,외국통화 매입·외국통화 표시 예금 수입·외국통화 표시 채권 매도 등 대통령령이 정하는 기간 동안의 거래에 대해 실명 확인을 하지 않음,제3조,1.0,대통령령,2026-04-15
금융회사등,허용함,ACTION,특정채권(법률 제5493호 금융실명거래및비밀보장에관한법률 시행일 이후 재정경제부장관이 정하는 발행조건의 채권) 거래에 대해 실명 확인을 하지 않음,제3조,1.0,특정채권,2026-04-15
실명,정의함,LOGICAL,실지명,제3조,1.0,,2026-04-15
특정채권,정의함,LOGICAL,법률 제5493호 금융실명거래및비밀보장에관한법률 시행일 이후 재정경제부장관이 정하는 발행기간·이자율·만기 등의 발행조건으로 발행된 채권,제3조,1.0,,2026-04-15
제3조 제2항,참조함,STRUCTURE,제1조,제3조,1.0,,2026-04-15
외국환평형기금 채권,정의함,LOGICAL,외국통화로 표시된 채권,제13조,0.96,외국환평형기금 채권|외국통화표시,2026-04-15
외국환평형기금 채권,정의함,LOGICAL,중소기업의 구조조정 지원 등을 위하여 발행되는 대통령령으로 정하는 채권,제13조,0.95,중소기업 구조조정|대통령령,2026-04-15
외국환평형기금 채권,근거함,STRUCTURE,자본시장과 금융투자업에 관한 법률,제13조,0.94,법률 근거,2026-04-15
채권,정의함,LOGICAL,증권금융회사가 발행한 사채,제329조,0.96,채권|증권금융회사|사채,2026-04-15
채권,정의함,LOGICAL,대통령령으로 정하는 채권(국민생활 안정과 국민경제의 건전한 발전을 위하여 발행되는),제329조,0.95,채권|대통령령|국민생활 안정|국민경제,2026-04-15
채권,참조함,STRUCTURE,특정 금융거래정보의 보고 및 이용 등에 관한 법률,제329조,0.9,채권|특정 금융거래정보의 보고 및 이용 등에 관한 법률,2026-04-15
실명거래 금지,금지함,ACTION,타인의 실명으로 금융거래,제2조,0.96,불법재산 은닉|자금세탁|공중협박자금조달|강제집행 면탈|탈법행위,2026-04-15
금융회사등에 종사하는 자,금지함,ACTION,제3항에 따른 금융거래를 알선하거나 중개,제2조,0.95,알선|중개,2026-04-15
실명이 확인된 계좌에 보유하고 있는 금융자산,추정함,LOGICAL,명의자의 소유,제2조,0.94,실명 확인|소유 추정,2026-04-15
